column_1,value,name,club,nation,position,age,link
1350,"€8.00m","César Azpilicueta","Chelsea FC",Spain,Right-Back,33,https://fminside.net/players/3-fm-23/67033300-cesar-azpilicueta
1351,"€7.50m","Daniel Muñoz","KRC Genk",Colombia,Right-Back,26,https://fminside.net/players/3-fm-23/76050675-daniel-munoz
1352,"€7.50m","Nathan Silva","Clube Atlético Mineiro",Brazil,Centre-Back,25,https://fminside.net/players/3-fm-23/19260169-nathan-silva
1353,"€7.50m","Léo Ortiz","Red Bull Bragantino",Brazil,Centre-Back,27,https://fminside.net/players/3-fm-23/19260885-leo-ortiz
1354,"€7.50m","Julian Ryerson","1.FC Union Berlin",Norway,Right-Back,25,https://fminside.net/players/3-fm-23/53113114-julian-ryerson
1355,"€7.50m","Sergio Akieme","UD Almería",Spain,Left-Back,25,https://fminside.net/players/3-fm-23/67213135-sergio-akieme
1356,"€7.50m","Paul Jaeckel","1.FC Union Berlin",Germany,Centre-Back,24,https://fminside.net/players/3-fm-23/91175877-paul-jaeckel
1357,"€7.50m",Marlon,"AC Monza",Brazil,Centre-Back,27,https://fminside.net/players/3-fm-23/19189110-marlon
1358,"€7.50m","Adam Marusic","SS Lazio",Montenegro,Right-Back,30,https://fminside.net/players/3-fm-23/62095383-adam-maruic
1359,"€7.50m","Timo Hübers","1. FC Köln",Germany,Centre-Back,26,https://fminside.net/players/3-fm-23/91153061-timo-hubers
1360,"€7.00m","Milos Kerkez","AZ Alkmaar",Hungary,Left-Back,19,https://fminside.net/players/3-fm-23/2000011147-milo-kerkez
1361,"€7.00m","Youssouf Ndayishimiye","Basaksehir FK",Burundi,Centre-Back,24,https://fminside.net/players/3-fm-23/70138807-youssouf-ndayishimiye
1362,"€7.00m","Juan Larios","Southampton FC",Spain,Left-Back,18,https://fminside.net/players/3-fm-23/2000030287-juan-larios
1363,"€7.00m","Strahinja Eraković","Red Star Belgrade",Serbia,Centre-Back,21,https://fminside.net/players/3-fm-23/62219051-strahinja-erakovic
1364,"€7.00m","Quentin Merlin","FC Nantes",France,Left-Back,20,https://fminside.net/players/3-fm-23/49048372-quentin-merlin
1365,"€7.00m","Giulian Biancone","Nottingham Forest",France,Right-Back,22,https://fminside.net/players/3-fm-23/49045308-giulian-biancone
1366,"€7.00m",Nino,"Fluminense Football Club",Brazil,Centre-Back,25,https://fminside.net/players/3-fm-23/19261503-nino
1367,"€7.00m","Anthony Caci","1.FSV Mainz 05",France,Left-Back,25,https://fminside.net/players/3-fm-23/49034179-anthony-caci
1368,"€7.00m","Valentin Rosier","Besiktas JK",France,Right-Back,26,https://fminside.net/players/3-fm-23/50047466-valentin-rosier
1369,"€7.00m","Santiago Bueno","Girona FC",Uruguay,Centre-Back,24,https://fminside.net/players/3-fm-23/78076996-santiago-bueno
1370,"€7.00m","Omar Richards","Nottingham Forest",England,Left-Back,24,https://fminside.net/players/3-fm-23/29165729-omar-richards
1371,"€7.00m","Andreaw Gravillon","Stade Reims",Guadeloupe,Centre-Back,24,https://fminside.net/players/3-fm-23/43207127-andreaw-gravillon
1372,"€7.00m","César Montes","RCD Espanyol Barcelona",Mexico,Centre-Back,25,https://fminside.net/players/3-fm-23/51055610-cesar-montes
1373,"€7.00m","Ismail Jakobs","AS Monaco",Senegal,Left-Back,23,https://fminside.net/players/3-fm-23/91184349-ismail-jakobs
1374,"€7.00m","Leo Östigard","SSC Napoli",Norway,Centre-Back,23,N/A
1375,"€7.00m","Jordan Teze","PSV Eindhoven",Netherlands,Centre-Back,23,https://fminside.net/players/3-fm-23/37058008-jordan-teze
1376,"€7.00m","Joseph Aidoo","Celta de Vigo",Ghana,Centre-Back,27,https://fminside.net/players/3-fm-23/13158416-joseph-aidoo
1377,"€7.00m","Raoul Bellanova","Inter Milan",Italy,Right-Back,22,https://fminside.net/players/3-fm-23/43295110-raoul-bellanova
1378,"€7.00m","Mert Müldür","US Sassuolo",Turkey,Right-Back,23,https://fminside.net/players/3-fm-23/16184687-mert-muldur
1379,"€7.00m","Matteo Gabbia","AC Milan",Italy,Centre-Back,23,https://fminside.net/players/3-fm-23/43266774-matteo-gabbia
1380,"€7.00m","Jesús Angulo","Tigres UANL",Mexico,Left-Back,24,https://fminside.net/players/3-fm-23/51055820-jesus-angulo
1381,"€7.00m","Júnior Alonso","FK Krasnodar",Paraguay,Centre-Back,29,https://fminside.net/players/3-fm-23/79024221-junior-alonso
1382,"€7.00m","Aarón Martín","1.FSV Mainz 05",Spain,Left-Back,25,https://fminside.net/players/3-fm-23/14253924-aaron-martinez
1383,"€7.00m","Stefan Posch","Bologna FC 1909",Austria,Centre-Back,25,https://fminside.net/players/3-fm-23/16147386-stefan-posch
1384,"€7.00m","Kenny Tete","Fulham FC",Netherlands,Right-Back,27,https://fminside.net/players/3-fm-23/37039829-kenny-tete
1385,"€7.00m","Clinton Mata","Club Brugge KV",Angola,Right-Back,30,https://fminside.net/players/3-fm-23/18070768-clinton-mata
1386,"€7.00m","Kevin Mbabu","Fulham FC",Switzerland,Right-Back,27,https://fminside.net/players/3-fm-23/98029336-kevin-mbabu
1387,"€7.00m","Jamaal Lascelles","Newcastle United",England,Centre-Back,29,https://fminside.net/players/3-fm-23/28059634-jamaal-lascelles
1388,"€7.00m","Davide Zappacosta","Atalanta BC",Italy,Right-Back,30,https://fminside.net/players/3-fm-23/43061433-davide-zappacosta
1389,"€7.00m","John Egan","Sheffield United",Ireland,Centre-Back,30,https://fminside.net/players/3-fm-23/28044428-john-egan
1390,"€7.00m","Jannik Vestergaard","Leicester City",Denmark,Centre-Back,30,https://fminside.net/players/3-fm-23/27013431-jannik-vestergaard
1391,"€6.50m","Bjorn Meijer","Club Brugge KV",Netherlands,Left-Back,19,https://fminside.net/players/3-fm-23/37076256-bjorn-meijer
1392,"€6.50m","Luca Netz","Borussia Mönchengladbach",Germany,Left-Back,19,https://fminside.net/players/3-fm-23/91195878-luca-netz
1393,"€6.50m","Sacha Boey",Galatasaray,France,Right-Back,22,https://fminside.net/players/3-fm-23/49038965-sacha-boey
1394,"€6.50m","Andrea Cambiaso","Bologna FC 1909",Italy,Left-Back,22,https://fminside.net/players/3-fm-23/43339195-andrea-cambiaso
1395,"€6.50m","Matteo Lovato","US Salernitana 1919",Italy,Centre-Back,22,https://fminside.net/players/3-fm-23/43318558-matteo-lovato
1396,"€6.50m",Murilo,"Sociedade Esportiva Palmeiras",Brazil,Centre-Back,25,https://fminside.net/players/3-fm-23/95040312-murilo
1397,"€6.50m","Gerzino Nyamsi","RC Strasbourg Alsace",France,Centre-Back,25,https://fminside.net/players/3-fm-23/48036582-gerzino-nyamsi
1398,"€6.50m","Fabricio Bustos","Sport Club Internacional",Argentina,Right-Back,26,https://fminside.net/players/3-fm-23/14077012-fabricio-bustos
1399,"€6.50m","Brandon Mechele","Club Brugge KV",Belgium,Centre-Back,29,https://fminside.net/players/3-fm-23/18059927-brandon-mechele
1400,"€6.50m","Paulo Otávio","VfL Wolfsburg",Brazil,Left-Back,28,https://fminside.net/players/3-fm-23/19172406-paulo-otavio
1401,"€6.50m","Romain Saïss","Besiktas JK",Morocco,Centre-Back,32,https://fminside.net/players/3-fm-23/85116519-romain-saiss
1402,"€6.50m","Marius Wolf","Borussia Dortmund",Germany,Right-Back,27,https://fminside.net/players/3-fm-23/91124151-marius-wolf
1403,"€6.50m","Valentino Lazaro","Torino FC",Austria,Right-Back,26,https://fminside.net/players/3-fm-23/16067510-valentino-lazaro
1404,"€6.50m","Marco Friedl","SV Werder Bremen",Austria,Centre-Back,24,https://fminside.net/players/3-fm-23/91143703-marco-friedl
1405,"€6.50m","Ezgjan Alioski",Fenerbahce,"North Macedonia",Left-Back,30,https://fminside.net/players/3-fm-23/98017001-ezgjan-alioski
1406,"€6.50m","Cristiano Biraghi","ACF Fiorentina",Italy,Left-Back,30,https://fminside.net/players/3-fm-23/43029905-cristiano-biraghi
1407,"€6.50m","Thomas Meunier","Borussia Dortmund",Belgium,Right-Back,31,https://fminside.net/players/3-fm-23/18043393-thomas-meunier
1408,"€6.50m","Mats Hummels","Borussia Dortmund",Germany,Centre-Back,34,https://fminside.net/players/3-fm-23/35007944-mats-hummels
1409,"€6.50m","Borna Barisic","Rangers FC",Croatia,Left-Back,30,https://fminside.net/players/3-fm-23/24044137-borna-barisic
1410,"€6.00m","Anthony Rouault","FC Toulouse",France,Centre-Back,21,https://fminside.net/players/3-fm-23/49047179-anthony-rouault
1411,"€6.00m","Lucas Piton","Club de Regatas Vasco da Gama",Brazil,Left-Back,22,https://fminside.net/players/3-fm-23/19380037-lucas-piton
1412,"€6.00m",Khellven,"Club Athletico Paranaense",Brazil,Right-Back,21,https://fminside.net/players/3-fm-23/19369351-khellven
1413,"€6.00m","Alistair Johnston","Celtic FC",Canada,Right-Back,24,https://fminside.net/players/3-fm-23/72056139-alistair-johnston
1414,"€6.00m","Yan Couto","Girona FC",Brazil,Right-Back,20,https://fminside.net/players/3-fm-23/19383257-yan-couto
1415,"€6.00m","Jon Pacheco","Real Sociedad",Spain,Centre-Back,21,https://fminside.net/players/3-fm-23/67269422-jon-pacheco
1416,"€6.00m","Kevin Álvarez","CF Pachuca",Mexico,Right-Back,23,https://fminside.net/players/3-fm-23/51070655-kevin-alvarez
1417,"€6.00m","Christopher Wooh","Stade Rennais FC",Cameroon,Centre-Back,21,https://fminside.net/players/3-fm-23/49048590-christopher-wooh
1418,"€6.00m","Josh Doig","Hellas Verona",Scotland,Left-Back,20,https://fminside.net/players/3-fm-23/61093823-josh-doig
1419,"€6.00m","Igor Diveev","CSKA Moscow",Russia,Centre-Back,23,https://fminside.net/players/3-fm-23/58127846-igor-diveev
1420,"€6.00m","Malick Thiaw","AC Milan",Germany,Centre-Back,21,https://fminside.net/players/3-fm-23/91206164-malick-thiaw
1421,"€6.00m","Aihen Muñoz","Real Sociedad",Spain,Left-Back,25,https://fminside.net/players/3-fm-23/67246383-aihen-munoz
1422,"€6.00m","Julián Araujo","Los Angeles Galaxy",Mexico,Right-Back,21,https://fminside.net/players/3-fm-23/72053642-julian-araujo
1423,"€6.00m","Becir Omeragic","FC Zürich",Switzerland,Centre-Back,20,https://fminside.net/players/3-fm-23/98046083-becir-omeragic
1424,"€6.00m","Jorge Cuenca","Villarreal CF",Spain,Centre-Back,23,https://fminside.net/players/3-fm-23/67248170-jorge-cuenca
1425,"€6.00m","Chris Mepham","AFC Bournemouth",Wales,Centre-Back,25,https://fminside.net/players/3-fm-23/29134274-chris-mepham
1426,"€6.00m","Ridvan Yilmaz","Rangers FC",Turkey,Left-Back,21,https://fminside.net/players/3-fm-23/70121604-rdvan-ylmaz
1427,"€6.00m","Félix Torres","Santos Laguna",Ecuador,Centre-Back,25,https://fminside.net/players/3-fm-23/86057914-felix-torres
1428,"€6.00m","Ben Wilmot","Stoke City",England,Centre-Back,23,https://fminside.net/players/3-fm-23/29174249-ben-wilmot
1429,"€6.00m","Joseph Okumu","KAA Gent",Kenya,Centre-Back,25,https://fminside.net/players/3-fm-23/20046877-joseph-okumu
1430,"€6.00m","Matías Viña","AS Roma",Uruguay,Left-Back,25,https://fminside.net/players/3-fm-23/78081848-matias-vina
1431,"€6.00m","Luan Cândido","Red Bull Bragantino",Brazil,Left-Back,21,https://fminside.net/players/3-fm-23/19340771-luan-candido
1432,"€6.00m",Vitão,"Sport Club Internacional",Brazil,Centre-Back,22,https://fminside.net/players/3-fm-23/19303821-vitao
1433,"€6.00m","Nathaniel Phillips","Liverpool FC",England,Centre-Back,25,N/A
1434,"€6.00m","Pape Abou Cissé","Olympiacos Piraeus",Senegal,Centre-Back,27,N/A
1435,"€6.00m","Jorge Sánchez","Ajax Amsterdam",Mexico,Right-Back,25,https://fminside.net/players/3-fm-23/51055821-jorge-sanchez
1436,"€6.00m","Ayrton Lucas","CR Flamengo",Brazil,Left-Back,25,https://fminside.net/players/3-fm-23/19284037-ayrton-lucas
1437,"€6.00m","Luan Peres",Fenerbahce,Brazil,Centre-Back,28,https://fminside.net/players/3-fm-23/19215476-luan-peres
1438,"€6.00m","Axel Tuanzebe","Manchester United",England,Centre-Back,25,https://fminside.net/players/3-fm-23/28100269-axel-tuanzebe
1439,"€6.00m","Zinho Vanheusden","AZ Alkmaar",Belgium,Centre-Back,23,https://fminside.net/players/3-fm-23/18091405-zinho-vanheusden
1440,"€6.00m","Unai Núñez","Celta de Vigo",Spain,Centre-Back,25,https://fminside.net/players/3-fm-23/67214595-unai-nunez
1441,"€6.00m","Amos Pieper","SV Werder Bremen",Germany,Centre-Back,24,https://fminside.net/players/3-fm-23/91173279-amos-pieper
1442,"€6.00m","Mauro Júnior","PSV Eindhoven",Brazil,Left-Back,23,https://fminside.net/players/3-fm-23/19250980-mauro-junior
1443,"€6.00m","Jordan Lotomba","OGC Nice",Switzerland,Right-Back,24,https://fminside.net/players/3-fm-23/98034811-jordan-lotomba
1444,"€6.00m","Harry Souttar","Stoke City",Australia,Centre-Back,24,https://fminside.net/players/3-fm-23/61069532-harry-souttar
1445,"€6.00m","Hassane Kamara","Watford FC","Cote d'Ivoire",Left-Back,28,https://fminside.net/players/3-fm-23/85057778-hassane-kamara
1446,"€6.00m","Sebastián Vegas","CF Monterrey",Chile,Centre-Back,26,https://fminside.net/players/3-fm-23/75031046-sebastian-vegas
1447,"€6.00m","Fabián Balbuena","Sport Club Corinthians Paulista",Paraguay,Centre-Back,31,https://fminside.net/players/3-fm-23/79013838-fabian-balbuena
1448,"€6.00m","Birger Meling","Stade Rennais FC",Norway,Left-Back,28,https://fminside.net/players/3-fm-23/29126536-birger-meling
1449,"€6.00m","Marin Pongracic","US Lecce",Croatia,Centre-Back,25,https://fminside.net/players/3-fm-23/91175664-marin-pongracic
1450,"€6.00m","Álvaro Odriozola","Real Madrid",Spain,Right-Back,27,https://fminside.net/players/3-fm-23/67199408-alvaro-odriozola
1451,"€6.00m","Carl Starfelt","Celtic FC",Sweden,Centre-Back,27,https://fminside.net/players/3-fm-23/93055760-carl-starfelt
1452,"€6.00m","Samir Caetano","Tigres UANL",Brazil,Centre-Back,28,N/A
1453,"€6.00m","Pablo Maffeo","RCD Mallorca",Spain,Right-Back,25,https://fminside.net/players/3-fm-23/28095341-pablo-maffeo
1454,"€6.00m","Léo Dubois",Galatasaray,France,Right-Back,28,https://fminside.net/players/3-fm-23/85085148-leo-dubois
1455,"€6.00m",Gilberto,"SL Benfica",Brazil,Right-Back,29,https://fminside.net/players/3-fm-23/19171411-gilberto
1456,"€6.00m",Djené,"Getafe CF",Togo,Centre-Back,31,https://fminside.net/players/3-fm-23/211232-djene-dakonam
1457,"€6.00m","Connor Roberts","Burnley FC",Wales,Right-Back,27,https://fminside.net/players/3-fm-23/28087373-connor-roberts
1458,"€6.00m","Vyacheslav Karavaev","Zenit St. Petersburg",Russia,Right-Back,27,https://fminside.net/players/3-fm-23/58076747-vyacheslav-karavaev
1459,"€6.00m","Serge Aurier","Nottingham Forest","Cote d'Ivoire",Right-Back,30,https://fminside.net/players/3-fm-23/85057643-serge-aurier
1460,"€6.00m",Patric,"SS Lazio",Spain,Centre-Back,29,https://fminside.net/players/3-fm-23/55000929-rui-patricio
1461,"€6.00m","John Anthony Brooks","SL Benfica","United States",Centre-Back,29,N/A
1462,"€6.00m","Philipp Max","PSV Eindhoven",Germany,Left-Back,29,https://fminside.net/players/3-fm-23/91100531-philipp-max
1463,"€6.00m","Sebastián Coates","Sporting CP",Uruguay,Centre-Back,32,https://fminside.net/players/3-fm-23/78016342-sebastian-coates
1464,"€6.00m","Sergi Roberto","FC Barcelona",Spain,Right-Back,30,https://fminside.net/players/3-fm-23/67063007-sergi-roberto
1465,"€6.00m","Sergio Ramos","Paris Saint-Germain",Spain,Centre-Back,36,https://fminside.net/players/3-fm-23/7458272-sergio-ramos
1466,"€6.00m","Daley Blind","Without ClubWithout Club",Netherlands,Left-Back,32,https://fminside.net/players/3-fm-23/37005632-daley-blind
1467,"€5.80m",Rogério,"US Sassuolo",Brazil,Left-Back,24,https://fminside.net/players/3-fm-23/19284576-rogerio
1468,"€5.50m",Natan,"Red Bull Bragantino",Brazil,Centre-Back,21,https://fminside.net/players/3-fm-23/19352672-felipe-jonatan
1469,"€5.50m","David Zima","Torino FC","Czech Republic",Centre-Back,22,https://fminside.net/players/3-fm-23/25061896-david-zima
1470,"€5.50m",Iago,"FC Augsburg",Brazil,Left-Back,25,https://fminside.net/players/3-fm-23/67022040-thiago
1471,"€5.50m","Martin Erlic","US Sassuolo",Croatia,Centre-Back,24,https://fminside.net/players/3-fm-23/43212365-martin-erlic
1472,"€5.50m","Hiroki Ito","VfB Stuttgart",Japan,Centre-Back,23,https://fminside.net/players/3-fm-23/45109024-hiroki-ito
1473,"€5.50m","Armando Obispo","PSV Eindhoven",Netherlands,Centre-Back,23,https://fminside.net/players/3-fm-23/37056071-armando-obispo
1474,"€5.50m","Paulo Díaz","CA River Plate",Chile,Centre-Back,28,https://fminside.net/players/3-fm-23/75032761-paulo-diaz
1475,"€5.50m","Arthur Masuaku","Besiktas JK","DR Congo",Left-Back,29,https://fminside.net/players/3-fm-23/85074537-arthur-masuaku
1476,"€5.50m","Vitor Hugo",Trabzonspor,Brazil,Centre-Back,31,https://fminside.net/players/3-fm-23/19144097-vitor-hugo
1477,"€5.00m","Omar Campos","Santos Laguna",Mexico,Left-Back,20,https://fminside.net/players/3-fm-23/2000030216-omar-campos
1478,"€5.00m","José Ángel Carmona","Sevilla FC",Spain,Right-Back,20,https://fminside.net/players/3-fm-23/2000053930-jose-angel-carmona
1479,"€5.00m","Isaak Touré","Olympique Marseille",France,Centre-Back,19,https://fminside.net/players/3-fm-23/2000006106-isaak-toure
1480,"€5.00m","Sinaly Diomandé","Olympique Lyon","Cote d'Ivoire",Centre-Back,21,https://fminside.net/players/3-fm-23/49062672-sinaly-diomande
1481,"€5.00m",Calegari,"Fluminense Football Club",Brazil,Right-Back,20,https://fminside.net/players/3-fm-23/19392884-calegari
1482,"€5.00m","Ahmetcan Kaplan","Ajax Amsterdam",Turkey,Centre-Back,19,https://fminside.net/players/3-fm-23/2000038244-ahmetcan-kaplan
1483,"€5.00m","Issa Kaboré","Olympique Marseille","Burkina Faso",Right-Back,21,https://fminside.net/players/3-fm-23/13196665-issa-kabore
1484,"€5.00m","Calvin Ramsay","Liverpool FC",Scotland,Right-Back,19,https://fminside.net/players/3-fm-23/61098180-calvin-ramsay
1485,"€5.00m","Alejandro Francés","Real Zaragoza",Spain,Centre-Back,20,https://fminside.net/players/3-fm-23/67281886-alejandro-frances
1486,"€5.00m","Jesús Vázquez","Valencia CF",Spain,Left-Back,20,https://fminside.net/players/3-fm-23/95078288-jesus-vazquez
1487,"€5.00m","Charlie Cresswell","Millwall FC",England,Centre-Back,20,https://fminside.net/players/3-fm-23/29217875-charlie-cresswell
1488,"€5.00m",Guga,"Fluminense Football Club",Brazil,Right-Back,24,https://fminside.net/players/3-fm-23/55070294-guga
1489,"€5.00m","Marcus Pedersen","Feyenoord Rotterdam",Norway,Right-Back,22,https://fminside.net/players/3-fm-23/771985-marcus-pedersen
1490,"€5.00m","Gastón Álvarez","Getafe CF",Uruguay,Centre-Back,22,https://fminside.net/players/3-fm-23/78094302-gaston-alvarez
1491,"€5.00m","Jan Paul van Hecke","Brighton & Hove Albion",Netherlands,Centre-Back,22,https://fminside.net/players/3-fm-23/37076335-jan-paul-van-hecke
1492,"€5.00m","Sepp van den Berg","FC Schalke 04",Netherlands,Centre-Back,21,https://fminside.net/players/3-fm-23/37074900-sepp-van-den-berg
